RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_VOZ_DE_LA_MIXTECA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_voz_de_la_mixteca NP00000 1
impulsar impulsar VMN0000 1
las el DA0FP0 0.988184
potencialidades potencialidad NCFP000 1
y y CC 0.999989
disminuir disminuir VMN0000 1
las el DA0FP0 0.988184
debilidades debilidad NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
comunidad comunidad NCFS000 1
. . Fp 1

Todo todo PI0MS00 0.327644
lo lo PP3MSA0 0.334764
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
adecuado adecuar VMP00SM 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
( ( Fpa 1
LFTR lftr NP00000 1
) ) Fpt 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos_Generales lineamientos_generales NP00000 1
para para SP 0.999834
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Título_Cuarto_de_la_Ley_Federal_de_Telecomunicaciones título_cuarto_de_la_ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
( ( Fpa 1
Lineamientos lineamientos NP00000 0.331016
) ) Fpt 1
. . Fp 1

2 2 Z 1
. . Fp 1

Participación participación NCFS000 0.668984
ciudadana ciudadano AQ0FS00 0.738095
directa directo AQ0FS00 1
. . Fp 1

La el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
manifiesta manifiesto AQ0FS00 0.287671
que que PR0CN00 0.550139
utilizará utilizar VMIF3S0 1
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
para para SP 0.999834
apoyar apoyar VMN0000 1
, , Fc 1
difundir difundir VMN0000 1
y y CC 0.999989
estimular estimular VMN0000 1
la el DA0FS0 0.98926
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
. . Fp 1

Como como CS 0.967153
primer 1 AO0MS00 1
paso paso NCMS000 0.970663
, , Fc 1
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
ofrecerá ofrecer VMIF3S0 1
contenidos contenido NCMP000 0.743902
informativos informativo AQ0MP00 0.430556
sobre sobre SP 0.997804
qué qué PT00000 0.712513
es ser VSIP3S0 1
la el DA0FS0 0.98926
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
y y CC 0.999989
los el DA0MP0 0.992728
beneficios beneficio NCMP000 1
que que PR0CN00 0.550139
brinda brindar VMIP3S0 0.989241
poner poner VMN0000 1
la lo PP3FSA0 1
en en SP 1
práctica práctica NCFS000 0.678571
, , Fc 1
posteriormente posteriormente RG 1
buscará buscar VMIF3S0 1
que que CS 0.449861
la el DA0FS0 0.98926
administración administración NCFS000 1
pública público AQ0FS00 1
facilite facilitar VMSP3S0 0.634863
la el DA0FS0 0.98926
interacción interacción NCFS000 1
con con SP 1
actores actor NCMP000 1
sociales social AQ0CP00 0.997835
, , Fc 1
en en SP 1
función función NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
necesidades necesidad NCFP000 1
, , Fc 1
intereses interés NCMP000 0.99763
, , Fc 1
expectativas expectativa NCFP000 1
y y CC 0.999989
percepciones percepción NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
. . Fp 1

Como como CS 0.967153
resultado resultado NCMS000 0.924877
de de SP 0.999961
esta este DD0FS0 0.978817
interacción interacción NCFS000 1
se se P00CN00 0.494509
espera esperar VMIP3S0 0.748056
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Construir construir NP00000 1
una uno DI0FS0 0.951973
visión visión NCFS000 1
compartida compartir VMP00SF 1
entre entre SP 0.980341
el el DA0MS0 1
gobierno gobierno NCMS000 0.989726
y y CC 0.999989
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
de de SP 1
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
de de SP 0.999961
la el DA0FS0 0.98926
comunidad comunidad NCFS000 1
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Promover promover NP00000 1
la el DA0FS0 0.98926
transparencia transparencia NCFS000 1
y y CC 0.999989
la el DA0FS0 0.98926
rendición rendición NCFS000 1
de de SP 0.999961
cuentas cuenta NCFP000 0.997449
de de SP 1
el el DA0MS0 1
gobierno gobierno NCMS000 0.989726
a a SP 0.998775
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
, , Fc 1
cerrando cerrar VMG0000 1
así así RG 0.999409
espacios espacio NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
corrupción corrupción NCFS000 1
; ; Fx 1
c c NCFS000 1
) ) Fpt 1
Motivar motivar NP00000 1
a a SP 1
el el DA0MS0 1
gobierno gobierno NCMS000 0.989726
a a SP 0.998775
ser ser VSN0000 0.959637
eficiente eficiente AQ0CS00 1
y y CC 0.999989
centrar centrar VMN0000 1
se se PP3CN00 1
en en SP 1
el el DA0MS0 1
interés interés NCMS000 1
público público AQ0MS00 0.409696
, , Fc 1
y y CC 0.999989
d d NCFS000 1
) ) Fpt 1
Aprovechar aprovechar NP00000 1
conocimientos conocimiento NCMP000 1
y y CC 0.999989
recursos recurso NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
a_favor_de a_favor_de SP 1
el el DA0MS0 1
interés interés NCMS000 1
público público AQ0MS00 0.409696
, , Fc 1
aplicando aplicar VMG0000 1
soluciones solución NCFP000 0.993421
eficientes eficiente AQ0CP00 1
a a SP 0.998775
problemáticas problemática NCFP000 0.338706
sociales social AQ0CP00 0.997835
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
adecuado adecuar VMP00SM 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
. . Fp 1

3 3 Z 1
. . Fp 1

Convivencia_Social convivencia_social NP00000 1
. . Fp 1

La el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
manifiesta manifiesto AQ0FS00 0.287671
que que PR0CN00 0.550139
desea desear VMIP3S0 0.987805
establecer establecer VMN0000 1
programas programa NCMP000 0.996795
de de SP 0.999961
radio radio NCCS000 0.994505
y y CC 0.999989
actividades actividad NCFP000 1
externas externo AQ0FP00 0.661294
que que PR0CN00 0.550139
estén estar VMSP3P0 0.968085
basados basar VMP00PM 1
en en SP 1
el el DA0MS0 1
respeto respeto NCMS000 0.916667
, , Fc 1
afabilidad afabilidad NCFS000 1
, , Fc 1
inteligencia inteligencia NCFS000 1
y y CC 0.999989
educación educación NCFS000 1
, , Fc 1
elementos elemento NCMP000 1
que que PR0CN00 0.550139
considera considerar VMIP3S0 0.998721
generan generar VMIP3P0 1
una uno DI0FS0 0.951973
mejor mejor AQ0CS00 0.787388
convivencia convivencia NCFS000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
adecuado adecuar VMP00SM 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
. . Fp 1

4 4 Z 1
. . Fp 1

Equidad equidad NP00000 0.331016
. . Fp 1

La el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
manifiesta manifiesto AQ0FS00 0.287671
que que PR0CN00 0.550139
tendrá tener VMIF3S0 1
entre entre SP 0.980341
sus su DP3CPN 0.999903
diferentes diferente AQ0CP00 0.482818
objetivos objetivo NCMP000 0.962329
mejorar mejorar VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
económicas económico AQ0FP00 1
, , Fc 1
sociales social AQ0CP00 0.997835
, , Fc 1
políticas político AQ0FP00 0.388735
y y CC 0.999989
culturales cultural AQ0CP00 1
de de SP 0.999961
la el DA0FS0 0.98926
sociedad sociedad NCFS000 1
en en SP 1
su su DP3CSN 1
conjunto conjunto NCMS000 0.866375
, , Fc 1
contribuir contribuir VMN0000 1
a a SP 0.998775
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
ciudadanía ciudadanía NCFS000 1
más más RG 0.99993
integral integral AQ0CS00 0.661294
y y CC 0.999989
fortalecer fortalecer VMN0000 1
la el DA0FS0 0.98926
gobernabilidad gobernabilidad NCFS000 1
democrática democrático AQ0FS00 1
; ; Fx 1
asimismo asimismo RG 1
, , Fc 1
que que CS 0.449861
algunas alguno PI0FP00 0.359865
de de SP 0.999961
las el DA0FP0 0.988184
propuestas propuesta NCFP000 0.963576
concretas concreto AQ0FP00 0.986111
que que PR0CN00 0.550139
deben deber VMIP3P0 1
considerar considerar VMN0000 1
se se PP3CN00 1
son ser VSIP3P0 0.995197
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Impulsar impulsar NP00000 1
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
de de SP 0.999961
las el DA0FP0 0.988184
capacidades capacidad NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
mujer mujer NCFS000 0.998705
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Facilitar facilitar NP00000 1
el el DA0MS0 1
acceso acceso NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
mujer mujer NCFS000 0.998705
a a SP 0.998775
oportunidades oportunidad NCFP000 1
económicas económico AQ0FP00 1
, , Fc 1
políticas político AQ0FP00 0.388735
, , Fc 1
sociales social AQ0CP00 0.997835
y y CC 0.999989
culturales cultural AQ0CP00 1
, , Fc 1
y y CC 0.999989
c c NCFS000 1
) ) Fpt 1
Garantizar garantizar NP00000 1
su su DP3CSN 1
seguridad seguridad NCFS000 1
. . Fp 1

Para para SP 0.999834
lograr lograr VMN0000 1
todos todo DI0MP0 0.70665
esos ese DD0MP0 0.986618
cambios cambio NCMP000 1
buscará buscar VMIF3S0 1
que que CS 0.449861
especialistas especialista NCCP000 0.952586
en en SP 1
el el DA0MS0 1
tema tema NCMS000 0.993088
impartan impartir VMSP3P0 0.941964
cursos curso NCMP000 1
a a SP 0.998775
la el DA0FS0 0.98926
comunidad comunidad NCFS000 1
sobre sobre SP 0.997804
la el DA0FS0 0.98926
importancia importancia NCFS000 1
y y CC 0.999989
el el DA0MS0 1
papel papel NCMS000 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
la el DA0FS0 0.98926
mujer mujer NCFS000 0.998705
en en SP 1
la el DA0FS0 0.98926
familia familia NCFS000 1
, , Fc 1
planear planear VMN0000 1
y y CC 0.999989
ejecutar ejecutar VMN0000 1
entrevistas entrevista NCFP000 0.978495
a a SP 0.998775
mujeres mujer NCFP000 1
de de SP 0.999961
diferentes diferente DI0CP0 0.517182
puntos punto NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
comunidad comunidad NCFS000 1
sobre sobre SP 0.997804
cómo cómo PT00000 0.997099
les le PP3CPD0 1
gustaría gustar VMIC3S0 0.65
que que CS 0.449861
fueran ser VSSI3P0 0.827869
tratadas tratar VMP00PF 1
, , Fc 1
y y CC 0.999989
con con SP 1
los el DA0MP0 0.992728
resultados resultado NCMP000 0.998596
realizar realizar VMN0000 1
campañas campaña NCFP000 1
sobre sobre SP 0.997804
el el DA0MS0 1
valor valor NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
mujer mujer NCFS000 0.998705
y y CC 0.999989
la el DA0FS0 0.98926
equidad equidad NCFS000 1
de de SP 0.999961
oportunidades oportunidad NCFP000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
adecuado adecuar VMP00SM 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
. . Fp 1

5 5 Z 1
. . Fp 1

Igualdad igualdad NCFS000 0.668984
de de SP 0.999961
género género NCMS000 1
. . Fp 1

La el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
es ser VSIP3S0 1
importante importante AQ0CS00 1
hacer_frente hacer_frente VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
discriminación discriminación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
de de SP 0.999961
forma forma NCFS000 0.987798
sistemática sistemático AQ0FS00 0.97619
y y CC 0.999989
comprensiva comprensivo AQ0FS00 1
, , Fc 1
a_fin_de a_fin_de SP 1
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
igualdad igualdad NCFS000 1
de de SP 0.999961
género género NCMS000 1
plena pleno AQ0FS00 1
y y CC 0.999989
sustancial sustancial AQ0CS00 1
. . Fp 1

Esto este PD00S00 1
requiere requerir VMIP3S0 0.945545
un uno DI0MS0 0.99698
acercamiento acercamiento NCMS000 1
de de SP 0.999961
doble doble AQ0CS00 0.847887
vía vía NCFS000 0.941729
para para SP 0.999834
el el DA0MS0 1
trabajo trabajo NCMS000 0.975768
de de SP 0.999961
la el DA0FS0 0.98926
igualdad igualdad NCFS000 1
de de SP 0.999961
género género NCMS000 1
, , Fc 1
que que PR0CN00 0.550139
incluye incluir VMIP3S0 0.95045
políticas política NCFP000 0.305633
y y CC 0.999989
acciones acción NCFP000 0.998534
específicas específico AQ0FP00 1
, , Fc 1
incluida incluir VMP00SF 1
la el DA0FS0 0.98926
acción acción NCFS000 1
positiva positivo AQ0FS00 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
en en SP 1
áreas área NCFP000 1
fundamentales fundamental AQ0CP00 0.992958
para para SP 0.999834
el el DA0MS0 1
progreso progreso NCMS000 0.996032
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
y y CC 0.999989
para para SP 0.999834
la el DA0FS0 0.98926
igualdad igualdad NCFS000 1
de de SP 0.999961
género género NCMS000 1
y y CC 0.999989
la el DA0FS0 0.98926
promoción promoción NCFS000 1
, , Fc 1
seguimiento seguimiento NCMS000 1
, , Fc 1
coordinación coordinación NCFS000 1
y y CC 0.999989
evaluación evaluación NCFS000 1
de de SP 1
el el DA0MS0 1
proceso proceso NCMS000 0.999101
de de SP 0.999961
integración integración NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
perspectiva perspectiva NCFS000 0.990196
de de SP 0.999961
género género NCMS000 1
en en SP 1
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
políticas política NCFP000 0.305633
y y CC 0.999989
programas programa NCMP000 0.996795
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
indica indicar VMIP3S0 0.995495
que que CS 0.449861
otro otro PI0MS00 0.341499
de de SP 0.999961
los el DA0MP0 0.992728
propósitos propósito NCMP000 1
es ser VSIP3S0 1
lograr lograr VMN0000 1
el el DA0MS0 1
progreso progreso NCMS000 0.996032
y y CC 0.999989
el el DA0MS0 1
empoderamiento empoderamiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
y y CC 0.999989
por_lo_tanto por_lo_tanto RG 1
la el DA0FS0 0.98926
realización realización NCFS000 1
efectiva efectivo AQ0FS00 1
de de SP 0.999961
la el DA0FS0 0.98926
igualdad igualdad NCFS000 1
de de SP 0.999961
género género NCMS000 1
en en SP 1
el el DA0MS0 1
estado estado NCMS000 0.647596
y y CC 0.999989
en en SP 1
los el DA0MP0 0.992728
municipios municipio NCMP000 1
donde donde PR00000 0.982827
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
tenga tener VMSP3S0 0.488844
presencia presencia NCFS000 0.99679
, , Fc 1
Esto esto NP00000 1
lo lo PP3MSA0 0.334764
logrará lograr VMIF3S0 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 0.999961
cinco 5 Z 0.999454
objetivos objetivo NCMP000 0.962329
estratégicos estratégico AQ0MP00 1
que que PR0CN00 0.550139
también también RG 1
integrarán integrar VMIF3P0 1
la el DA0FS0 0.98926
cuestión cuestión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
discriminación discriminación NCFS000 1
múltiple múltiple AQ0CS00 1
teniendo_en_cuenta tener_en_cuenta VMG0000 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
específicos específico AQ0MP00 0.97619
y y CC 0.999989
las el DA0FP0 0.988184
necesidades necesidad NCFP000 1
de de SP 0.999961
mujeres mujer NCFP000 1
y y CC 0.999989
hombres hombre NCMP000 1
a a SP 0.998775
lo el DA00S0 0.665165
largo largo AQ0MS00 0.990132
de de SP 1
el el DA0MS0 1
ciclo ciclo NCMS000 0.98913
de de SP 0.999961
la el DA0FS0 0.98926
vida vida NCFS000 1
: : Fd 1
I._Combatir i._combatir NP00000 1
los el DA0MP0 0.992728
estereotipos estereotipo NCMP000 1
de de SP 0.999961
género género NCMS000 1
y y CC 0.999989
el el DA0MS0 1
sexismo sexismo NCMS000 1
, , Fc 1
para para SP 0.999834
ello ello PD00S00 1
buscará buscar VMIF3S0 1
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Promover promover NP00000 1
la el DA0FS0 0.98926
igualdad igualdad NCFS000 1
de de SP 0.999961
género género NCMS000 1
, , Fc 1
en en SP 1
particular particular NCCS000 0.172131
a_través_de a_través_de SP 1
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
de de SP 0.999961
iniciativas iniciativa NCFP000 0.996032
de de SP 0.999961
formación formación NCFS000 1
y y CC 0.999989
de de SP 0.999961
comunicación comunicación NCFS000 1
, , Fc 1
con con SP 1
una uno DI0FS0 0.951973
atención atención NCFS000 0.997312
especial especial AQ0CS00 1
a a SP 0.998775
la el DA0FS0 0.98926
prevención prevención NCFS000 1
de de SP 0.999961
cualquier cualquiera DI0CS0 1
tipo tipo NCMS000 1
de de SP 0.999961
violencia violencia NCFS000 1
hacia hacia SP 1
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Promover promover NP00000 1
y y CC 0.999989
difundir difundir VMN0000 1
programas programa NCMP000 0.996795
educativos educativo AQ0MP00 1
y y CC 0.999989
prácticas práctico AQ0FP00 0.314815
de de SP 0.999961
enseñanza enseñanza NCFS000 1
que que PR0CN00 0.550139
estén estar VMSP3P0 0.968085
libres libre AQ0CP00 0.982301
de de SP 0.999961
estereotipos estereotipo NCMP000 1
de de SP 0.999961
género género NCMS000 1
, , Fc 1
explícitos explícito AQ0MP00 1
e y CC 0.987994
implícitos implícito AQ0MP00 1
; ; Fx 1
c c NCFS000 1
) ) Fpt 1
Luchar luchar NP00000 1
contra contra SP 0.984245
el el DA0MS0 1
sexismo sexismo NCMS000 1
como como CS 0.967153
una uno DI0FS0 0.951973
forma forma NCFS000 0.987798
de de SP 0.999961
incitación incitación NCFS000 1
a a SP 1
el el DA0MS0 1
odio odio NCMS000 0.980769
e y CC 0.987994
integrar integrar VMN0000 1
esta este DD0FS0 0.978817
realidad realidad NCFS000 1
en en SP 1
la el DA0FS0 0.98926
acción acción NCFS000 1
. . Fp 1

Todo todo DI0MS0 0.6662
ello ello PD00S00 1
, , Fc 1
promoviendo promover VMG0000 1
de de SP 0.999961
forma forma NCFS000 0.987798
activa activo AQ0FS00 0.992395
el el DA0MS0 1
respeto respeto NCMS000 0.916667
tanto tanto RG 0.806143
a a SP 0.998775
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
como como CS 0.967153
a a SP 0.998775
los el DA0MP0 0.992728
hombres hombre NCMP000 1
, , Fc 1
y y CC 0.999989
d d NCFS000 1
) ) Fpt 1
Identificar identificar NP00000 1
medidas medida NCFP000 0.999067
prácticas práctico AQ0FP00 0.314815
para para SP 0.999834
promover promover VMN0000 1
una uno DI0FS0 0.951973
imagen imagen NCFS000 1
positiva positivo AQ0FS00 1
y y CC 0.999989
no no RN 0.999297
estereotipada estereotipar VMP00SF 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
hombres hombre NCMP000 1
en en SP 1
los el DA0MP0 0.992728
medios medio NCMP000 0.997344
de de SP 0.999961
comunicación comunicación NCFS000 1
; ; Fx 1
eliminar eliminar VMN0000 1
la el DA0FS0 0.98926
imagen imagen NCFS000 1
de de SP 0.999961
inferioridad inferioridad NCFS000 1
y y CC 0.999989
de de SP 0.999961
sumisión sumisión NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
así_como así_como CC 1
los el DA0MP0 0.992728
estereotipos estereotipo NCMP000 1
sobre sobre SP 0.997804
la el DA0FS0 0.98926
masculinidad masculinidad NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
hombres hombre NCMP000 1
; ; Fx 1
participación participación NCFS000 1
más más RG 0.99993
equilibrada equilibrar VMP00SF 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
hombres hombre NCMP000 1
en en SP 1
los el DA0MP0 0.992728
puestos puesto NCMP000 0.791096
de de SP 0.999961
toma toma NCFS000 0.551913
de de SP 0.999961
decisiones decisión NCFP000 1
en en SP 1
los el DA0MP0 0.992728
medios medio NCMP000 0.997344
de de SP 0.999961
comunicación comunicación NCFS000 1
, , Fc 1
especialmente especialmente RG 1
en en SP 1
la el DA0FS0 0.98926
gestión gestión NCFS000 1
, , Fc 1
programación programación NCFS000 1
y y CC 0.999989
en en SP 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
de de SP 0.999961
autorregulación autorregulación NCFS000 1
. . Fp 1

II ii NP00000 0.47288
. . Fp 1

Prevenir prevenir VMN0000 1
y y CC 0.999989
combatir combatir VMN0000 1
la el DA0FS0 0.98926
violencia violencia NCFS000 1
hacia hacia SP 1
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
, , Fc 1
en en SP 1
este este DD0MS0 0.949201
ámbito ámbito NCMS000 1
, , Fc 1
la el DA0FS0 0.98926
acción acción NCFS000 1
se se P00CN00 0.494509
orientará orientar VMIF3S0 1
a a SP 0.998775
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Apoyar apoyar NP00000 1
a a SP 0.998775
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
de de SP 0.999961
las el DA0FP0 0.988184
diferentes diferente AQ0CP00 0.482818
localidades localidad NCFP000 1
con con SP 1
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
asesoramiento asesoramiento NCMS000 1
jurídico jurídico AQ0MS00 1
, , Fc 1
y y CC 0.999989
b b NCFS000 1
) ) Fpt 1
Recopilar recopilar NP00000 1
y y CC 0.999989
divulgar divulgar VMN0000 1
Información información NP00000 1
sobre sobre SP 0.997804
las el DA0FP0 0.988184
medidas medida NCFP000 0.999067
jurídicas jurídico AQ0FP00 1
y y CC 0.999989
de de SP 0.999961
otra otro DI0FS0 0.740893
índole índole NCFS000 1
adoptada adoptar VMP00SF 0.983871
a a SP 0.998775
nivel nivel NCMS000 1
estatal estatal AQ0CS00 1
para para SP 0.999834
prevenir prevenir VMN0000 1
y y CC 0.999989
luchar luchar VMN0000 1
contra contra SP 0.984245
la el DA0FS0 0.98926
violencia violencia NCFS000 1
de de SP 0.999961
género género NCMS000 1
, , Fc 1
difundiendo difundir VMG0000 1
las el DA0FP0 0.988184
buenas bueno AQ0FP00 1
prácticas práctica NCFP000 0.685185
; ; Fx 1
III iii NP00000 1
. . Fp 1

Garantizar garantizar VMN0000 1
el el DA0MS0 1
acceso acceso NCMS000 1
igualitario igualitario AQ0MS00 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
a a SP 0.998775
la el DA0FS0 0.98926
justicia justicia NCFS000 1
. . Fp 1

La el DA0FS0 0.98926
acción acción NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
tratará tratar VMIF3S0 1
de de SP 0.999961
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Analizar analizar NP00000 1
los el DA0MP0 0.992728
marcos marco NCMP000 1
nacionales nacional AQ0CP00 1
y y CC 0.999989
estatales estatal AQ0CP00 1
con con SP 1
el el DA0MS0 1
fin fin NCMS000 1
de de SP 0.999961
recopilar recopilar VMN0000 1
datos dato NCMP000 1
e y CC 0.987994
identificar identificar VMN0000 1
los el DA0MP0 0.992728
obstáculos obstáculo NCMP000 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
en en SP 1
el el DA0MS0 1
acceso acceso NCMS000 1
a a SP 0.998775
los el DA0MP0 0.992728
tribunales tribunal NCMP000 1
y y CC 0.999989
a a SP 0.998775
la el DA0FS0 0.98926
justicia justicia NCFS000 1
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Identificar identificar NP00000 1
, , Fc 1
agrupar agrupar VMN0000 1
y y CC 0.999989
divulgar divulgar VMN0000 1
soluciones solución NCFP000 0.993421
existentes existente AQ0CP00 1
y y CC 0.999989
buenas bueno AQ0FP00 1
prácticas práctica NCFP000 0.685185
destinadas destinar VMP00PF 1
a a SP 0.998775
facilitar facilitar VMN0000 1
el el DA0MS0 1
acceso acceso NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
a a SP 0.998775
la el DA0FS0 0.98926
justicia justicia NCFS000 1
, , Fc 1
y y CC 0.999989
c c NCFS000 1
) ) Fpt 1
Hacer hacer NP00000 1
recomendaciones recomendación NCFP000 1
para para SP 0.999834
mejorar mejorar VMN0000 1
la el DA0FS0 0.98926
situación situación NCFS000 1
. . Fp 1

IV iv NP00000 0.47288
. . Fp 1

Conseguir conseguir VMN0000 1
una uno DI0FS0 0.951973
participación participación NCFS000 1
equilibrada equilibrar VMP00SF 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
hombres hombre NCMP000 1
en en SP 1
la el DA0FS0 0.98926
toma toma NCFS000 0.551913
de de SP 0.999961
decisiones decisión NCFP000 1
tanto tanto RG 0.806143
políticas político AQ0FP00 0.388735
como como CS 0.967153
públicas público AQ0FP00 1
. . Fp 1

La el DA0FS0 0.98926
acción acción NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
radio radio NCCS000 0.994505
tratará tratar VMIF3S0 1
de de SP 0.999961
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Conseguir conseguir NP00000 1
una uno DI0FS0 0.951973
participación participación NCFS000 1
equilibrada equilibrar VMP00SF 1
de de SP 0.999961
las el DA0FP0 0.988184
mujeres mujer NCFP000 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
hombres hombre NCMP000 1
