RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_AUTORIZA_A_UCA_COMUNICACIONES resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_autoriza_a_uca_comunicaciones NP00000 1
que que CS 0.449861
para para SP 0.999834
que que CS 0.449861
proceda proceder VMSP3S0 0.634863
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
para para SP 0.999834
transitar transitar VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
concesión concesión NCFS000 1
única único AQ0FS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
, , Fc 1
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
deberá deber VMIF3S0 1
encontrar encontrar VMN0000 1
se se PP3CN00 1
en en SP 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
establecidas establecer VMP00PF 1
en en SP 1
sus su DP3CPN 0.999903
respectivos respectivo AQ0MP00 1
títulos título NCMP000 1
de de SP 0.999961
concesión concesión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
derivadas derivar VMP00PF 0.623747
de de SP 0.999961
la el DA0FS0 0.98926
legislación legislación NCFS000 1
aplicable aplicable AQ0CS00 1
. . Fp 1

La el DA0FS0 0.98926
Unidad_de_Concesiones unidad_de_concesiones NP00000 1
y y CC 0.999989
Servicios servicios NP00000 1
, , Fc 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
Dirección_General_de_Concesiones_de_Telecomunicaciones dirección_general_de_concesiones_de_telecomunicaciones NP00000 1
, , Fc 1
mediante mediante SP 0.99763
oficio oficio NCMS000 0.986111
IFT/223/UCS/DG-CTEL/2295/2016 IFT/223/UCS/DG-CTEL/2295/2016 Z 1
notificado notificar VMP00SM 1
el el DA0MS0 1
14_de_octubre_de_2016 [??:14/10/2016:??.??:??] W 1
, , Fc 1
solicitó solicitar VMIS3S0 1
a a SP 0.998775
la el DA0FS0 0.98926
Unidad_de_Cumplimiento unidad_de_cumplimiento NP00000 1
que que CS 0.449861
informara informar VMSI3S0 0.590009
si si CS 0.999827
dicha decir VMP00SF 0.819767
concesionaria concesionario NCFS000 0.97619
se se P00CN00 0.494509
encontraba encontrar VMII3S0 0.65
a a SP 1
el el DA0MS0 1
corriente corriente NCFS000 0.538706
en en SP 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
estipuladas estipular VMP00PF 1
en en SP 1
su su DP3CSN 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
y y CC 0.999989
demás demás DI0CP0 0.280093
obligaciones obligación NCFP000 1
derivadas derivar VMP00PF 0.623747
de de SP 0.999961
la el DA0FS0 0.98926
legislación legislación NCFS000 1
aplicable aplicable AQ0CS00 1
. . Fp 1

En en SP 1
respuesta respuesta NCFS000 1
a a SP 0.998775
dicha decir VMP00SF 0.819767
petición petición NCFS000 1
, , Fc 1
la el DA0FS0 0.98926
Dirección_General_de_Supervisión dirección_general_de_supervisión NP00000 1
, , Fc 1
adscrita adscribir VMP00SF 1
a a SP 0.998775
la el DA0FS0 0.98926
Unidad_de_Cumplimiento unidad_de_cumplimiento NP00000 1
, , Fc 1
a_través_de a_través_de SP 1
el el DA0MS0 1
oficio oficio NCMS000 0.986111
IFT/225/UC/DG-SUV/6269/2016 IFT/225/UC/DG-SUV/6269/2016 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
16_de_diciembre_de_2016 [??:16/12/2016:??.??:??] W 1
, , Fc 1
señaló señalar VMIS3S0 1
entre entre SP 0.980341
otros otro DI0MP0 0.745978
aspectos aspecto NCMP000 1
que que PR0CN00 0.550139
: : Fd 1
“ “ Fra 1
[ [ Fca 1
… … Fz 1
] ] Fct 1
3 3 Z 1
. . Fp 1

Dictamen_De dictamen_de NP00000 1
la el DA0FS0 0.98926
supervisión supervisión NCFS000 1
a a SP 0.998775
las el DA0FP0 0.988184
constancias constancia NCFP000 1
que que PR0CN00 0.550139
integran integrar VMIP3P0 1
los el DA0MP0 0.992728
expedientes expediente NCMP000 0.998103
abiertos abrir VMP00PM 1
a_nombre_de a_nombre_de SP 1
la el DA0FS0 0.98926
concesionaria concesionario NCFS000 0.97619
que que PR0CN00 0.550139
nos nos PP1CP00 0.810258
ocupa ocupar VMIP3S0 0.99505
, , Fc 1
así_como así_como CC 1
de de SP 0.999961
la el DA0FS0 0.98926
información información NCFS000 1
proporcionada proporcionar VMP00SF 1
por por SP 1
las el DA0FP0 0.988184
Direcciones_Generales_de_Verificación direcciones_generales_de_verificación NP00000 1
y y CC 0.999989
Sanciones sanciones NP00000 1
, , Fc 1
se se P00CN00 0.494509
concluye concluir VMIP3S0 0.865854
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
De de SP 0.999961
la el DA0FS0 0.98926
revisión revisión NCFS000 1
documental documental AQ0CS00 0.430556
de de SP 0.999961
los el DA0MP0 0.992728
expedientes expediente NCMP000 0.998103
02/0416 02/0416 Z 1
y y CC 0.999989
02/1347 02/1347 Z 1
integrados integrar VMP00PM 1
por por SP 1
la el DA0FS0 0.98926
Dirección_General_de_Adquisiciones dirección_general_de_adquisiciones NP00000 1
, , Fc 1
Recursos_Materiales recursos_materiales NP00000 1
y y CC 0.999989
Servicios_Generales servicios_generales NP00000 1
de de SP 0.999961
este este DD0MS0 0.949201
Instituto instituto NP00000 1
a_nombre_de a_nombre_de SP 1
Uca_Comunicaciones uca_comunicaciones NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
que que CS 0.449861
a a SP 1
el el DA0MS0 1
15_de_diciembre_de_2016 [??:15/12/2016:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
concesionaria concesionario NCFS000 0.97619
se se P00CN00 0.494509
encontró encontrar VMIS3S0 1
a a SP 1
el el DA0MS0 1
corriente corriente NCFS000 0.538706
en en SP 1
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
documentales documental NCMP000 0.69863
derivadas derivar VMP00PF 0.623747
de de SP 0.999961
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
a a SP 0.998775
su su DP3CSN 1
cargo cargo NCMS000 0.998084
y y CC 0.999989
que que CS 0.449861
le le PP3CSD0 1
son ser VSIP3P0 0.995197
aplicables aplicable AQ0CP00 1
conforme_a conforme_a SP 1
sus su DP3CPN 0.999903
títulos título NCMP000 1
de de SP 0.999961
concesión concesión NCFS000 1
de de SP 0.999961
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
demás demás DI0CP0 0.280093
disposiciones disposición NCFP000 1
legales legal AQ0CP00 0.993827
, , Fc 1
reglamentarias reglamentario AQ0FP00 1
y y CC 0.999989
administrativas administrativo AQ0FP00 0.983871
aplicables aplicable AQ0CP00 1
. . Fp 1

[ [ Fca 1
… … Fz 1
] ] Fct 1
” ” Frc 1
En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
y y CC 0.999989
tomando tomar VMG0000 1
en en SP 1
cuenta cuenta NCFS000 0.229017
que que PR0CN00 0.550139
se se P00CN00 0.494509
satisfacen satisfacer VMIP3P0 1
la el DA0FS0 0.98926
totalidad totalidad NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
establecidos establecer VMP00PM 1
en en SP 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
, , Fc 1
este este DD0MS0 0.949201
Instituto instituto NP00000 1
considera considerar VMIP3S0 0.998721
procedente procedente AQ0CS00 1
autorizar autorizar VMN0000 1
la el DA0FS0 0.98926
transición transición NCFS000 1
y y CC 0.999989
consolidación consolidación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
títulos título NCMP000 1
de de SP 0.999961
concesión concesión NCFS000 1
de de SP 0.999961
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
otorgados otorgar VMP00PM 1
a a SP 0.998775
UCA_Comunicaciones uca_comunicaciones NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
a a SP 0.998775
una uno DI0FS0 0.951973
concesión concesión NCFS000 1
única único AQ0FS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
. . Fp 1

Finalmente finalmente RG 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
a a SP 1
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
única único AQ0FS00 1
que que PR0CN00 0.550139
otorgue otorgar VMSP3S0 0.634863
este este DD0MS0 0.949201
Instituto instituto NP00000 1
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
transición transición NCFS000 1
, , Fc 1
tendrá tener VMIF3S0 1
una uno DI0FS0 0.951973
vigencia vigencia NCFS000 1
igual igual AQ0CS00 0.592493
a a SP 0.998775
la el DA0FS0 0.98926
prevista prever VMP00SF 1
en en SP 1
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
objeto objeto NCMS000 0.996183
de de SP 0.999961
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
, , Fc 1
o o CC 0.999864
en_caso_de en_caso_de SP 1
existir existir VMN0000 1
varios varios DI0MP0 0.9139
títulos título NCMP000 1
de de SP 0.999961
concesión concesión NCFS000 1
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
vigencia vigencia NCFS000 1
más más RG 0.99993
amplia amplio AQ0FS00 1
contada contar VMP00SF 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
otorgamiento otorgamiento NCMS000 1
de de SP 1
el el DA0MS0 1
título título NCMS000 1
que que PR0CN00 0.550139
tenga tener VMSP3S0 0.488844
dicha decir VMP00SF 0.819767
vigencia vigencia NCFS000 1
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
en en SP 1
el el DA0MS0 1
segundo 2 AO0MS00 0.901147
párrafo párrafo NCMS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
25 25 Z 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
, , Fc 1
y y CC 0.999989
contendrá contener VMIF3S0 1
como como CS 0.967153
compromisos compromiso NCMP000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
mínima mínimo AQ0FS00 0.986111
, , Fc 1
la el DA0FS0 0.98926
cobertura cobertura NCFS000 1
contemplada contemplar VMP00SF 1
en en SP 1
cada cada DI0CS0 1
uno uno PI0MS00 0.981709
de de SP 0.999961
ellos ellos PP3MP00 1
. . Fp 1

Conforme_a conforme_a SP 1
esto este PD00S00 1
último último AO0MS00 1
, , Fc 1
tomando tomar VMG0000 1
en en SP 1
cuenta contar VMIP3S0 0.768585
que que CS 0.449861
la el DA0FS0 0.98926
Secretaría secretaría NP00000 1
otorgó otorgar VMIS3S0 1
a a SP 0.998775
UCA_Comunicaciones uca_comunicaciones NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
dos 2 Z 0.999868
títulos título NCMP000 1
de de SP 0.999961
concesión concesión NCFS000 1
con con SP 1
una uno DI0FS0 0.951973
vigencia vigencia NCFS000 1
de de SP 0.999961
30 30 Z 1
años año NCMP000 1
cada cada DI0CS0 1
uno uno PI0MS00 0.981709
, , Fc 1
emitidos emitir VMP00PM 1
en en SP 1
momentos momento NCMP000 1
diferentes diferente AQ0CP00 0.482818
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
la el DA0FS0 0.98926
vigencia vigencia NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
establecerá establecer VMIF3S0 1
en en SP 1
la el DA0FS0 0.98926
concesión concesión NCFS000 1
única único AQ0FS00 1
corresponderá corresponder VMIF3S0 1
a a SP 0.998775
la el DA0FS0 0.98926
de de SP 1
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
de de SP 0.999961
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
otorgado otorgar VMP00SM 1
el el DA0MS0 1
5_de_noviembre_de_2007 [??:5/11/2007:??.??:??] W 1
; ; Fx 1
ya_que ya_que CS 1
a a SP 1
el el DA0MS0 1
tomar tomar VMN0000 1
en en SP 1
cuenta cuenta NCFS000 0.229017
esta este DD0FS0 0.978817
última último AO0FS00 1
la el DA0FS0 0.98926
concesión concesión NCFS000 1
única único AQ0FS00 1
que que PR0CN00 0.550139
, , Fc 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
se se P00CN00 0.494509
otorgue otorgar VMSP3S0 0.634863
contendría contener VMIC3S0 0.65
la el DA0FS0 0.98926
vigencia vigencia NCFS000 1
más más RG 0.99993
amplia amplio AQ0FS00 1
. . Fp 1

Finalmente finalmente RG 1
, , Fc 1
como como CS 0.967153
compromisos compromiso NCMP000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
mínima mínimo AQ0FS00 0.986111
contendrá contener VMIF3S0 1
la el DA0FS0 0.98926
autorizada autorizar VMP00SF 1
en en SP 1
los el DA0MP0 0.992728
dos 2 Z 0.999868
títulos título NCMP000 1
de de SP 0.999961
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
antes antes RG 1
mencionados mencionar VMP00PM 1
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
anteriormente anteriormente RG 1
señalado señalar VMP00SM 1
, , Fc 1
y y CC 0.999989
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
28 28 Z 1
párrafos párrafo NCMP000 1
décimo 10 AO0MS00 0.607399
quinto quinto NCMS000 0.264249
, , Fc 1
décimo décimo NCMS000 0.392601
sexto 6 AO0MS00 0.987805
y y CC 0.999989
décimo 10 AO0MS00 0.607399
séptimo 7 AO0MS00 0.991803
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
; ; Fx 1
6 6 Z 1
fracción fracción NCFS000 1
IV iv NP00000 1
, , Fc 1
15 15 Z 1
fracciones fracción NCFP000 0.998103
IV iv NP00000 1
, , Fc 1
16 16 Z 1
y y CC 0.999989
17 17 Z 1
fracción fracción NCFS000 1
I_de_la_Ley_Federal_de_Telecomunicaciones i_de_la_ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
; ; Fx 1
Cuarto_Transitorio cuarto_transitorio NP00000 1
de de SP 1
el el DA0MS0 1
“ “ Fra 1
Decreto decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
y y CC 0.999989
adicionan adicionar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
, , Fc 1
7o 7o Z 1
. . Fp 1
, , Fc 1
27 27 Z 1
, , Fc 1
28 28 Z 1
, , Fc 1
73 73 Z 1
, , Fc 1
78 78 Z 1
, , Fc 1
94 94 Z 1
y y CC 0.999989
105 105 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
, , Fc 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
” ” Frc 1
publicado publicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
11_de_junio_de_2013 [??:11/6/2013:??.??:??] W 1
; ; Fx 1
Octavo_Transitorio octavo_transitorio NP00000 1
de de SP 0.999961
“ “ Fra 1
Decreto decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
expiden expedir VMIP3P0 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
y y CC 0.999989
la el DA0FS0 0.98926
Ley_de_el_Sistema_Público_de_Radiodifusión_de_el_Estado_Mexicano ley_de_el_sistema_público_de_radiodifusión_de_el_estado_mexicano NP00000 1
; ; Fx 1
y y CC 0.999989
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
, , Fc 1
adicionan adicionar VMIP3P0 1
y y CC 0.999989
derogan derogar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
” ” Frc 1
, , Fc 1
publicado publicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
14_de_julio_de_2014 [??:14/7/2014:??.??:??] W 1
; ; Fx 1
35 35 Z 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
36 36 Z 1
, , Fc 1
38 38 Z 1
, , Fc 1
39 39 Z 1
y y CC 0.999989
57 57 Z 1
fracción fracción NCFS000 1
I_de_la_Ley_Federal_de_Procedimiento_Administrativo i_de_la_ley_federal_de_procedimiento_administrativo NP00000 1
; ; Fx 1
174-C 174-C Z 1
fracción fracción NCFS000 1
XII_de_la_Ley_Federal_de_Derechos xii_de_la_ley_federal_de_derechos NP00000 1
vigente vigente AQ0CS00 1
en en SP 1
2016 2016 Z 1
; ; Fx 1
1 1 Z 1
, , Fc 1
6 6 Z 1
fracciones fracción NCFP000 0.998103
I i NP00000 1
y y CC 0.999989
XXXVIII xxxviii NP00000 1
, , Fc 1
32 32 Z 1
, , Fc 1
33 33 Z 1
fracción fracción NCFS000 1
VI vi NP00000 1
, , Fc 1
41 41 Z 1
y y CC 0.999989
42 42 Z 1
fracciones fracción NCFP000 0.998103
I i NP00000 1
, , Fc 1
II ii NP00000 1
y y CC 0.999989
XV_de_el_Estatuto_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones xv_de_el_estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
; ; Fx 1
así_como así_como CC 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
24 24 Z 1
, , Fc 1
25 25 Z 1
y y CC 0.999989
27 27 Z 1
de de SP 0.999961
los el DA0MP0 0.992728
“ “ Fra 1
Lineamientos lineamiento NCMP000 0.668984
generales general AQ0CP00 0.916449
para para SP 0.999834
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
concesiones concesión NCFP000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
título título NCMS000 1
cuarto 4 AO0MS00 0.651877
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
” ” Frc 1
publicados publicar VMP00PM 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
24_de_julio_de_2015 [??:24/7/2015:??.??:??] W 1
, , Fc 1
este este DD0MS0 0.949201
órgano órgano NCMS000 1
autónomo autónomo AQ0MS00 0.980769
constitucional constitucional AQ0CS00 1
emite emitir VMIP3S0 0.989238
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
: : Fd 1
RESOLUTIVOS_PRIMERO resolutivos_primero NP00000 1
. . Fp 1
- - Fg 1
Se se P00CN00 0.494509
autoriza autorizar VMIP3S0 0.989241
a a SP 0.998775
UCA_Comunicaciones uca_comunicaciones NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
transitar transitar VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
concesión concesión NCFS000 1
única único AQ0FS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
, , Fc 1
establecida establecer VMP00SF 1
en en SP 1
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
y y CC 0.999989
en en SP 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
y y CC 0.999989
en_consecuencia en_consecuencia RG 1
, , Fc 1
se se P00CN00 0.494509
consolidan consolidar VMIP3P0 1
en en SP 1
dicho decir VMP00SM 0.997159
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
única único AQ0FS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
las el DA0FP0 0.988184
dos 2 Z 0.999868
concesiones concesión NCFP000 1
de de SP 0.999961
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
que que PR0CN00 0.550139
le le PP3CSD0 1
fueron ser VSIS3P0 0.933213
otorgadas otorgar VMP00PF 1
en en SP 1
su su DP3CSN 1
momento momento NCMS000 1
por por SP 1
la el DA0FS0 0.98926
Secretaría_de_Comunicaciones secretaría_de_comunicaciones NP00000 1
y y CC 0.999989
Transportes transportes NP00000 1
, , Fc 1
y y CC 0.999989
que que PR0CN00 0.550139
se se P00CN00 0.494509
encuentran encontrar VMIP3P0 1
vigentes vigente AQ0CP00 1
a a SP 0.998775
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
extinguiendo extinguir VMG0000 1
se se PP3CN00 1
tales tal DD0CP0 0.742331
concesiones concesión NCFP000 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
25 25 Z 1
de de SP 0.999961
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
generales general AQ0CP00 0.916449
para para SP 0.999834
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
concesiones concesión NCFP000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
título título NCMS000 1
cuarto 4 AO0MS00 0.651877
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
. . Fp 1

SEGUNDO 2 AO0MS00 0.900353
. . Fp 1
- - Fg 1
Para para SP 0.999834
efectos efecto NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
el el DA0MS0 1
Resolutivo_Primero resolutivo_primero NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
otorgará otorgar VMIF3S0 1
un uno DI0MS0 0.99698
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
única único AQ0FS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
, , Fc 1
en_favor_de en_favor_de SP 1
UCA_Comunicaciones uca_comunicaciones NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
con con SP 1
una uno DI0FS0 0.951973
vigencia vigencia NCFS000 1
de de SP 0.999961
30 30 Z 1
( ( Fpa 1
treinta 30 Z 1
) ) Fpt 1
años año NCMP000 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
el el DA0MS0 1
5_de_noviembre_de_2007 [??:5/11/2007:??.??:??] W 1
, , Fc 1
con con SP 1
cobertura cobertura NCFS000 1
nacional nacional AQ0CS00 1
y y CC 0.999989
con con SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
podrá poder VMIF3S0 1
prestar prestar VMN0000 1
cualquier cualquiera DI0CS0 1
servicio servicio NCMS000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
que que PR0CN00 0.550139
sea ser VSSP1S0 0.49434
técnicamente técnicamente RG 1
factible factible AQ0CS00 1
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
hace hacer VMIP3S0 1
a a SP 0.998775
los el DA0MP0 0.992728
compromisos compromiso NCMP000 1
mínimos mínimo AQ0MP00 0.261905
de de SP 0.999961
cobertura cobertura NCFS000 1
de de SP 1
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
única único AQ0FS00 1
, , Fc 1
estos este PD0MP00 0.0279912
incluirán incluir VMIF3P0 1
las el DA0FP0 0.988184
localidades localidad NCFP000 1
de de SP 0.999961
Tenosique tenosique NP00000 1
y y CC 0.999989
Arena_de_Hidalgo arena_de_hidalgo NP00000 1
, , Fc 1
Municipio_de_Tenosique municipio_de_tenosique NP00000 1
; ; Fx 1
Gregario_Méndez_Magaña gregario_méndez_magaña NP00000 1
( ( Fpa 1
Pénjamo pénjamo NP00000 1
) ) Fpt 1
, , Fc 1
Municipio_de_Emiliano_Zapata municipio_de_emiliano_zapata NP00000 1
, , Fc 1
y y CC 0.999989
Luis_Gil_Pérez luis_gil_pérez NP00000 1
, , Fc 1
Municipio_de_Centro municipio_de_centro NP00000 1
, , Fc 1
en en SP 1
el el DA0MS0 1
Estado_de_Tabasco estado_de_tabasco NP00000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
sin_perjuicio_de sin_perjuicio_de SP 1
las el DA0FP0 0.988184
autorizaciones autorización NCFP000 1
que que PR0CN00 0.550139
deba deber VMSP3S0 0.634863
obtener obtener VMN0000 1
UCA_Comunicaciones uca_comunicaciones NP00000 1
, , Fc 1
S.A._de_C.V. s.a._de_c.v. NP00000 1
, , Fc 1
en_caso_de en_caso_de SP 1
requerir requerir VMN0000 1
el el DA0MS0 1
uso uso NCMS000 0.998047
de de SP 0.999961
bandas banda NCFP000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
o o CC 0.999864
recursos recurso NCMP000 1
orbitales orbital NCMP000 0.968254
, , Fc 1
en en SP 1
los el DA0MP0 0.992728
términos término NCMP000 1
previstos prever VMP00PM 1
en en SP 1
la el DA0FS0 0.98926
