RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_UNIVERSIDAD_AUTÓNOMA_CHAPINGO_UNA_CONCESIÓN_PARA_USAR_Y_APROVECHAR_BANDAS_DE_FRECUENCIA_DE_EL_ESPECTRO_RADIOELÉCTRICO_PARA_USO_PÚBLICO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_universidad_autónoma_chapingo_una_concesión_para_usar_y_aprovechar_bandas_de_frecuencia_de_el_espectro_radioeléctrico_para_uso_público NP00000 1
acceso acceso NCMS000 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
y y CC 0.999989
el el DA0MS0 1
Reglamento reglamento NP00000 1
interno interno AQ0MS00 0.986014
de de SP 1
el el DA0MS0 1
Comité_de_Información_de_la_Universidad_ACh_para_la_Transparencia comité_de_información_de_la_universidad_ach_para_la_transparencia NP00000 1
y y CC 0.999989
Acceso acceso NP00000 1
a a SP 0.998775
la el DA0FS0 0.98926
Información información NP00000 1
. . Fp 1

Asimismo asimismo RG 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
cuenta contar VMIP3S0 0.768585
con con SP 1
un uno DI0MS0 0.99698
portal portal NCMS000 0.987805
de de SP 0.999961
transparencia transparencia NCFS000 1
en en SP 1
su su DP3CSN 1
sitio sitio NCMS000 0.994186
web web AQ0CN00 0.378049
http://www.chapingo.mx/upom/lu.html http://www.chapingo.mx/upom/lu.html AQ0CS00 0.628527
en en SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
ejercen ejercer VMIP3P0 1
su su DP3CSN 1
derecho derecho NCMS000 0.882166
de de SP 0.999961
acceso acceso NCMS000 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
. . Fp 1

Además_de además_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
la el DA0FS0 0.98926
radiodifusora radiodifusor AQ0FS00 1
por por SP 1
mandato mandato NCMS000 1
legal legal AQ0CS00 1
, , Fc 1
contará contar VMIF3S0 1
con con SP 1
un uno DI0MS0 0.99698
Consejo_Ciudadano consejo_ciudadano NP00000 1
y y CC 0.999989
Defensoría_de_las_Audiencias defensoría_de_las_audiencias NP00000 1
, , Fc 1
instancias instancia NCFP000 1
que que PR0CN00 0.550139
conforme_a conforme_a SP 1
su su DP3CSN 1
normatividad normatividad NCFS000 1
específica específico AQ0FS00 1
también también RG 1
ofrecerán ofrecer VMIF3P0 1
información información NCFS000 1
pública público AQ0FS00 1
, , Fc 1
en en SP 1
el el DA0MS0 1
ámbito ámbito NCMS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
respectivas respectivo AQ0FP00 1
competencias competencia NCFP000 1
. . Fp 1

E._Defensa e._defensa NP00000 1
de de SP 0.999961
sus su DP3CPN 0.999903
contenidos contenido NCMP000 0.743902
. . Fp 1

En en SP 1
el el DA0MS0 1
marco marco NCMS000 0.996894
constitucional constitucional AQ0CS00 1
de de SP 0.999961
los el DA0MP0 0.992728
Derechos_Humanos derechos_humanos NP00000 1
, , Fc 1
éstos este PD0MP00 1
se se P00CN00 0.494509
fundan fundar VMIP3P0 0.868184
en en SP 1
los el DA0MP0 0.992728
principios principio NCMP000 1
de de SP 0.999961
: : Fd 1
Pro pro NCMS000 0.543544
persona persona NCFS000 0.996683
, , Fc 1
Universalidad universalidad NP00000 1
, , Fc 1
Interdependencia interdependencia NP00000 1
, , Fc 1
Indivisibilidad indivisibilidad NP00000 1
, , Fc 1
Progresividad progresividad NP00000 1
, , Fc 1
No no NP00000 1
discriminación discriminación NCFS000 1
, , Fc 1
Libre libre NP00000 1
acceso acceso NCMS000 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
pública público AQ0FS00 1
con con SP 1
Pluralidad pluralidad NP00000 1
, , Fc 1
Oportunidad oportunidad NP00000 1
y y CC 0.999989
Veracidad veracidad NP00000 1
, , Fc 1
Libertad libertad NP00000 1
de de SP 0.999961
expresión expresión NCFS000 1
y y CC 0.999989
difusión difusión NCFS000 1
e y CC 0.987994
interés interés NCMS000 1
de de SP 0.999961
superior superior AQ0CS00 0.971939
de de SP 0.999961
la el DA0FS0 0.98926
niñez niñez NCFS000 1
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
manifestó manifestar VMIS3S0 1
que que CS 0.449861
contará contar VMIF3S0 1
con con SP 1
un uno DI0MS0 0.99698
Defensor_de_las_Audiencias defensor_de_las_audiencias NP00000 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
será ser VSIF3S0 1
un uno DI0MS0 0.99698
órgano órgano NCMS000 1
de de SP 0.999961
auto-regulación auto-regulación NCFS000 1
que que PR0CN00 0.550139
opere operar VMSP3S0 0.634863
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
los el DA0MP0 0.992728
criterios criterio NCMP000 1
de de SP 0.999961
su su DP3CSN 1
Código_de_Ética código_de_ética NP00000 1
, , Fc 1
que que PR0CN00 0.550139
busca buscar VMIP3S0 0.556851
reconocer reconocer VMN0000 1
y y CC 0.999989
velar velar VMN0000 0.375642
por por SP 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
la el DA0FS0 0.98926
audiencia audiencia NCFS000 1
, , Fc 1
criterios criterio NCMP000 1
editoriales editorial AQ0CP00 0.532722
, , Fc 1
calidad calidad NCFS000 1
, , Fc 1
variedad variedad NCFS000 1
y y CC 0.999989
veracidad veracidad NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
información información NCFS000 1
, , Fc 1
motivar motivar VMN0000 1
la el DA0FS0 0.98926
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
en en SP 1
un uno DI0MS0 0.99698
espacio espacio NCMS000 0.998084
de de SP 0.999961
vinculación vinculación NCFS000 1
e y CC 0.987994
interacción interacción NCFS000 1
que que PR0CN00 0.550139
contribuya contribuir VMSP3S0 0.634863
a a SP 0.998775
la el DA0FS0 0.98926
construcción construcción NCFS000 1
de de SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
púbico púbico AQ0MS00 1
. . Fp 1

Asimismo asimismo RG 1
señaló señalar VMIS3S0 1
que que CS 0.449861
el el DA0MS0 1
Defensor_de_las_Audiencias defensor_de_las_audiencias NP00000 1
será ser VSIF3S0 1
responsable responsable AQ0CS00 0.241697
de de SP 0.999961
recibir recibir VMN0000 1
, , Fc 1
documentar documentar VMN0000 1
, , Fc 1
procesar procesar VMN0000 1
y y CC 0.999989
dar dar VMN0000 1
seguimiento seguimiento NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
observaciones observación NCFP000 1
, , Fc 1
quejas queja NCFP000 0.983871
, , Fc 1
sugerencias sugerencia NCFP000 1
, , Fc 1
peticiones petición NCFP000 0.987805
o o CC 0.999864
señalamientos señalamiento NCMP000 1
de de SP 0.999961
las el DA0FP0 0.988184
audiencias audiencia NCFP000 1
, , Fc 1
que que PR0CN00 0.550139
garantiza garantizar VMIP3S0 0.987805
también también RG 1
que que CS 0.449861
se se P00CN00 0.494509
ejerzan ejercer VMSP3P0 0.941964
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
libertad libertad NCFS000 0.998188
de de SP 0.999961
expresión expresión NCFS000 1
, , Fc 1
libertad libertad NCFS000 0.998188
programática programático AQ0FS00 1
, , Fc 1
libertad libertad NCFS000 0.998188
editorial editorial AQ0CS00 0.253086
, , Fc 1
para para SP 0.999834
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
indicó indicar VMIS3S0 1
que que CS 0.449861
se se P00CN00 0.494509
observarán observar VMIF3P0 1
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
contenidas contener VMP00PF 1
en en SP 1
su su DP3CSN 1
Código_de_Ética código_de_ética NP00000 1
, , Fc 1
en en SP 1
los el DA0MP0 0.992728
“ “ Fra 1
Lineamientos_Generales lineamientos_generales NP00000 1
sobre sobre SP 0.997804
los el DA0MP0 0.992728
Derechos_de_las_Audiencias derechos_de_las_audiencias NP00000 1
” ” Frc 1
, , Fc 1
así_como así_como CC 1
en en SP 1
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
que que PR0CN00 0.550139
el el DA0MS0 1
Instituto instituto NP00000 1
determine determinar VMSP3S0 0.634863
para para SP 0.999834
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
. . Fp 1

Dicho_Defensor_de_las_Audiencias dicho_defensor_de_las_audiencias NP00000 1
tendrá tener VMIF3S0 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
obligaciones obligación NCFP000 1
: : Fd 1
“ “ Fra 1
2.2 2.2 Z 1
. . Fp 1

Son ser VSIP3P0 0.994969
obligaciones obligación NCFP000 1
de de SP 1
el el DA0MS0 1
Defensor defensor NP00000 1
o o CC 0.999864
Defensora defensora NP00000 1
: : Fd 1
Recibir recibir VMN0000 1
, , Fc 1
documentar documentar VMN0000 1
, , Fc 1
procesar procesar VMN0000 1
y y CC 0.999989
dar dar VMN0000 1
seguimiento seguimiento NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
observaciones observación NCFP000 1
, , Fc 1
quejas queja NCFP000 0.983871
, , Fc 1
sugerencias sugerencia NCFP000 1
, , Fc 1
peticiones petición NCFP000 0.987805
o o CC 0.999864
señalamientos señalamiento NCMP000 1
, , Fc 1
de de SP 0.999961
las el DA0FP0 0.988184
Audiencias audiencias NP00000 1
; ; Fx 1
Sujetar sujetar NP00000 1
su su DP3CSN 1
actuación actuación NCFS000 1
a a SP 0.998775
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
, , Fc 1
el el DA0MS0 1
Código_de_Ética código_de_ética NP00000 1
y y CC 0.999989
demás demás DI0CP0 0.280093
disposiciones disposición NCFP000 1
aplicables aplicable AQ0CP00 1
; ; Fx 1
Actuar actuar NP00000 1
en en SP 1
todo todo DI0MS0 0.6662
momento momento NCMS000 1
con con SP 1
criterios criterio NCMP000 1
de de SP 0.999961
imparcialidad imparcialidad NCFS000 1
e y CC 0.987994
independencia independencia NCFS000 1
teniendo tener VMG0000 1
como como CS 0.967153
prioridad prioridad NCFS000 1
hacer hacer VMN0000 1
valer valer VMN0000 0.821918
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
las el DA0FP0 0.988184
Audiencias audiencias NP00000 1
y y CC 0.999989
el el DA0MS0 1
Código_de_Ética código_de_ética NP00000 1
; ; Fx 1
Coadyuvar coadyuvar NP00000 1
con con SP 1
la el DA0FS0 0.98926
Alfabetización_Mediática_de_las_Audiencias alfabetización_mediática_de_las_audiencias NP00000 1
, , Fc 1
difundir difundir VMN0000 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
las el DA0FP0 0.988184
Audiencias audiencias NP00000 1
, , Fc 1
así_como así_como CC 1
los el DA0MP0 0.992728
mecanismos mecanismo NCMP000 1
con con SP 1
los el DA0MP0 0.992728
que que PR0CN00 0.550139
se se P00CN00 0.494509
cuenta contar VMIP3S0 0.768585
para para SP 0.999834
garantizar garantizar VMN0000 1
los lo PP3MPA0 1
; ; Fx 1
Coadyuvar coadyuvar NP00000 1
en en SP 1
la el DA0FS0 0.98926
implementación implementación NCFS000 1
de de SP 0.999961
medidas medida NCFP000 0.999067
de de SP 0.999961
Accesibilidad accesibilidad NP00000 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
Audiencias audiencias NP00000 1
con con SP 1
Discapacidad discapacidad NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
Audiencias_Infantiles audiencias_infantiles NP00000 1
puedan poder VMSP3P0 0.997382
ejercitar ejercitar VMN0000 1
los el DA0MP0 0.992728
medios medio NCMP000 0.997344
de de SP 0.999961
defensa defensa NCCS000 1
que que PR0CN00 0.550139
correspondan corresponder VMSP3P0 0.941964
; ; Fx 1
Informar informar NP00000 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
la el DA0FS0 0.98926
existencia existencia NCFS000 1
de de SP 0.999961
algún alguno DI0MS0 1
impedimento impedimento NCMS000 1
para para SP 0.999834
continuar continuar VMN0000 1
ocupando ocupar VMG0000 1
el el DA0MS0 1
cargo cargo NCMS000 0.998084
de de SP 0.999961
Defensor defensor NP00000 1
; ; Fx 1
Llevar llevar NP00000 1
un uno DI0MS0 0.99698
registro registro NCMS000 0.992958
de de SP 0.999961
todos todo DI0MP0 0.70665
y y CC 0.999989
cada cada DI0CS0 1
uno uno PI0MS00 0.981709
de de SP 0.999961
los el DA0MP0 0.992728
asuntos asunto NCMP000 1
atendidos atender VMP00PM 1
en en SP 1
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
labores labor NCFP000 0.980769
y y CC 0.999989
hacer hacer VMN0000 1
lo lo PP3MSA0 1
público público NCMS000 0.590304
; ; Fx 1
Presentar presentar NP00000 1
semestralmente semestralmente RG 1
un uno DI0MS0 0.99698
informe informe NCMS000 0.954286
que que PR0CN00 0.550139
describa describir VMSP3S0 0.634863
sus su DP3CPN 0.999903
actividades actividad NCFP000 1
y y CC 0.999989
los el DA0MP0 0.992728
asuntos asunto NCMP000 1
atendidos atender VMP00PM 1
durante durante SP 1
el el DA0MS0 1
periodo periodo NCMS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
informa informar VMIP3S0 0.840909
, , Fc 1
la el DA0FS0 0.98926
forma forma NCFS000 0.987798
de de SP 0.999961
atención atención NCFS000 0.997312
y y CC 0.999989
sus su DP3CPN 0.999903
resultados resultado NCMP000 0.998596
, , Fc 1
así_como así_como CC 1
, , Fc 1
las el DA0FP0 0.988184
medidas medida NCFP000 0.999067
que que PR0CN00 0.550139
hayan haber VASP3P0 0.994792
implementado implementar VMP00SM 1
, , Fc 1
tanto tanto RG 0.806143
éste este PD0MS00 1
como como CS 0.967153
el el DA0MS0 1
Concesionario concesionario NP00000 1
, , Fc 1
para para SP 0.999834
contribuir contribuir VMN0000 1
con con SP 1
la el DA0FS0 0.98926
Alfabetización alfabetización NP00000 1
. . Fp 1

Este este DD0MS0 0.949201
informe informe NCMS000 0.954286
se se P00CN00 0.494509
hará hacer VMIF3S0 1
público público NCMS000 0.590304
y y CC 0.999989
se se P00CN00 0.494509
presentará presentar VMIF3S0 1
ante ante SP 0.999744
el el DA0MS0 1
IFT ift NP00000 1
; ; Fx 1
Atender atender NP00000 1
en_tiempo_y_forma en_tiempo_y_forma RG 1
los el DA0MP0 0.992728
requerimientos requerimiento NCMP000 1
que que PR0CN00 0.550139
demande demandar VMSP3S0 0.634863
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
respecto_de respecto_de SP 1
su su DP3CSN 1
cargo cargo NCMS000 0.998084
. . Fp 1

Cumplirá cumplir VMIF3S0 1
con con SP 1
todas todo DI0FP0 0.934073
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
, , Fc 1
no no RN 0.999297
consideradas considerar VMP00PF 1
en en SP 1
este este DD0MS0 0.949201
apartado apartado NCMS000 0.663043
, , Fc 1
derivadas derivar VMP00PF 0.623747
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
o o CC 0.999864
que que CS 0.449861
se se P00CN00 0.494509
establezcan establecer VMSP3P0 0.97619
en en SP 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
que que CS 0.449861
se se P00CN00 0.494509
publiquen publicar VMSP3P0 0.941964
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
. . Fp 1
” ” Frc 1
En en SP 1
esa ese DD0FS0 0.964505
tesitura tesitura NCFS000 1
, , Fc 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
Defensor_de_las_Audiencias defensor_de_las_audiencias NP00000 1
ejercerá ejercer VMIF3S0 1
libremente libremente RG 1
, , Fc 1
sin sin SP 1
persecución persecución NCFS000 1
o o CC 0.999864
investigación investigación NCFS000 1
judicial judicial AQ0CS00 1
o o CC 0.999864
administrativa administrativo AQ0FS00 0.661294
alguna alguno DI0FS0 0.820285
, , Fc 1
el el DA0MS0 1
derecho derecho NCMS000 0.882166
de de SP 0.999961
información información NCFS000 1
, , Fc 1
de de SP 0.999961
expresión expresión NCFS000 1
y y CC 0.999989
de de SP 0.999961
recepción recepción NCFS000 1
de de SP 0.999961
contenidos contenido NCMP000 0.743902
a_través_de a_través_de SP 1
el el DA0MS0 1
Servicio_de_Radiodifusión servicio_de_radiodifusión NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
los el DA0MP0 0.992728
Tratados_Internacionales tratados_internacionales NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
leyes ley NCFP000 1
aplicables aplicable AQ0CP00 1
. . Fp 1

Sin_perjuicio_de sin_perjuicio_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
en_caso_de en_caso_de SP 1
que que CS 0.449861
el el DA0MS0 1
presente presente AQ0CS00 0.524254
instrumento instrumento NCMS000 0.991071
fuese ser VSSI3S0 0.495536
objeto objeto NCMS000 0.996183
de de SP 0.999961
modificaciones modificación NCFP000 1
, , Fc 1
este este PD0MS00 0.0356411
se se P00CN00 0.494509
apegará apegar VMIF3S0 1
en en SP 1
todo todo DI0MS0 0.6662
momento momento NCMS000 1
a a SP 0.998775
los el DA0MP0 0.992728
“ “ Fra 1
Lineamientos_Generales lineamientos_generales NP00000 1
sobre sobre SP 0.997804
la el DA0FS0 0.98926
Defensa_de_las_Audiencias defensa_de_las_audiencias NP00000 1
” ” Frc 1
, , Fc 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
fueron ser VSIS3P0 0.933213
publicados publicar VMP00PM 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
21_de_diciembre_de_2016 [??:21/12/2016:??.??:??] W 1
, , Fc 1
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
aplicar aplicar VMN0000 1
como como CS 0.967153
concesionario concesionario NCMS000 0.488737
de de SP 0.999961
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
de de SP 0.999961
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
. . Fp 1

F._Opciones f._opciones NP00000 1
de de SP 0.999961
financiamiento financiamiento NCMS000 1
. . Fp 1

Como como CS 0.967153
se se P00CN00 0.494509
mencionó mencionar VMIS3S0 1
en en SP 1
el el DA0MS0 1
punto punto NCMS000 1
3.6 3.6 Z 1
de de SP 1
el el DA0MS0 1
Considerando_Tercero considerando_tercero NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
indicó indicar VMIS3S0 1
de de SP 0.999961
manera manera NCFS000 1
expresa expreso AQ0FS00 0.0188679
y y CC 0.999989
concreta concreto AQ0FS00 0.834586
que que PR0CN00 0.550139
puede poder VMIP3S0 0.999693
tener tener VMN0000 1
diversas diverso DI0FP0 0.805344
fuentes fuente NCFP000 1
de de SP 0.999961
ingresos ingreso NCMP000 1
como como CS 0.967153
donativos donativo NCMP000 1
, , Fc 1
patrocinios patrocinio NCMP000 1
y y CC 0.999989
los el DA0MP0 0.992728
demás demás PI0CP00 0.719907
que que PR0CN00 0.550139
señala señalar VMIP3S0 0.997076
el el DA0MS0 1
artículo artículo NCMS000 1
88 88 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
actualmente actualmente RG 1
operará operar VMIF3S0 1
sólo sólo RG 1
con con SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
público público AQ0MS00 0.409696
que que PR0CN00 0.550139
le le PP3CSD0 1
asigna asignar VMIP3S0 0.989241
el el DA0MS0 1
Gobierno_Federal gobierno_federal NP00000 1
. . Fp 1

G._Pleno g._pleno NP00000 1
acceso acceso NCMS000 1
a a SP 0.998775
tecnologías tecnología NCFP000 1
. . Fp 1

La el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
contará contar VMIF3S0 1
con con SP 1
la el DA0FS0 0.98926
asesoría asesoría NCFS000 1
permanente permanente AQ0CS00 0.932099
de de SP 1
el el DA0MS0 1
perito perito NCMS000 0.581041
que que PR0CN00 0.550139
por por SP 1
ley ley NCFS000 1
corresponde corresponder VMIP3S0 0.996183
, , Fc 1
para para SP 0.999834
tener tener VMN0000 1
acceso acceso NCMS000 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
y y CC 0.999989
asistencia asistencia NCFS000 1
a a SP 0.998775
foros foro NCMP000 1
y y CC 0.999989
exhibiciones exhibición NCFP000 1
de de SP 0.999961
equipos equipo NCMP000 1
ad_hoc ad_hoc RG 1
, , Fc 1
y y CC 0.999989
acudir acudir VMN0000 1
a a SP 0.998775
las el DA0FP0 0.988184
instancias instancia NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
universidad universidad NCFS000 1
que que PR0CN00 0.550139
por por SP 1
su su DP3CSN 1
función función NCFS000 1
cuenta contar VMIP3S0 0.768585
con con SP 1
acceso acceso NCMS000 1
a a SP 0.998775
las el DA0FP0 0.988184
vanguardias vanguardia NCFP000 1
tecnológicas tecnológico AQ0FP00 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
menciona mencionar VMIP3S0 0.989241
que que CS 0.449861
hará hacer VMIF3S0 1
las el DA0FP0 0.988184
gestiones gestión NCFP000 0.97619
necesarias necesario AQ0FP00 1
con con SP 1
institutos instituto NCMP000 1
y y CC 0.999989
otros otro DI0MP0 0.745978
organismos organismo NCMP000 1
públicos público AQ0MP00 0.974537
y y CC 0.999989
privados privar VMP00PM 0.983871
para para SP 0.999834
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
de de SP 0.999961
proyectos proyecto NCMP000 1
de de SP 0.999961
colaboración colaboración NCFS000 1
, , Fc 1
que que PR0CN00 0.550139
le le PP3CSD0 1
permitan permitir VMSP3P0 0.990196
acceder acceder VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
tecnología tecnología NCFS000 1
pertinente pertinente AQ0CS00 1
para para SP 0.999834
el el DA0MS0 1
mejor mejor AQ0CS00 0.787388
aprovechamiento aprovechamiento NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
recursos recurso NCMP000 1
espectrales espectral AQ0CP00 1
implicados implicar VMP00PM 0.98913
en en SP 1
la el DA0FS0 0.98926
concesión concesión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
solicita solicitar VMIP3S0 0.989241
. . Fp 1

H._Reglas h._reglas NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

La el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
señaló señalar VMIS3S0 1
que que CS 0.449861
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
debe deber VMIP3S0 0.998712
garantizar garantizar VMN0000 1
su su DP3CSN 1
independencia independencia NCFS000 1
editorial editorial AQ0CS00 0.253086
, , Fc 1
la el DA0FS0 0.98926
participación participación NCFS000 1
ciudadana ciudadano AQ0FS00 0.738095
y y CC 0.999989
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
, , Fc 1
para para SP 0.999834
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
como como CS 0.967153
ya ya RG 0.999785
se se P00CN00 0.494509
mencionó mencionar VMIS3S0 1
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
presentó presentar VMIS3S0 1
junto_con junto_con SP 1
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
de de SP 0.999961
su su DP3CSN 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
tendrá tener VMIF3S0 1
dentro dentro RG 1
sus su DP3CPN 0.999903
funciones función NCFP000 0.994186
y y CC 0.999989
atribuciones atribución NCFP000 1
elaborar elaborar VMN0000 1
y y CC 0.999989
aprobar aprobar VMN0000 1
las el DA0FP0 0.988184
reglas regla NCFP000 0.994505
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
si si CS 0.999827
bien bien RG 0.876088
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
no no RN 0.999297
indicó indicar VMIS3S0 1
de de SP 0.999961
manera manera NCFS000 1
expresa expresar VMIP3S0 0.962264
y y CC 0.999989
concreta concretar VMIP3S0 0.157895
las el DA0FP0 0.988184
reglas regla NCFP000 0.994505
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
, , Fc 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
de de SP 0.999961
las el DA0FP0 0.988184
Reglas reglas NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
conformación conformación NCFS000 1
de de SP 1
el el DA0MS0 1
Consejo_Ciudadano consejo_ciudadano NP00000 1
, , Fc 1
que que CS 0.449861
éste este PD0MS00 1
tendrá tener VMIF3S0 1
como como CS 0.967153
función función NCFS000 1
proponer proponer VMN0000 1
las el DA0FP0 0.988184
reglas regla NCFP000 0.994505
para para SP 0.999834
la el DA0FS0 0.98926
expresión expresión NCFS000 1
de de SP 0.999961
diversidades diversidad NCFP000 1
ideológicas ideológico AQ0FP00 1
, , Fc 1
étnicas étnico AQ0FP00 1
y y CC 0.999989
culturales cultural AQ0CP00 1
. . Fp 1

Con con SP 1
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
, , Fc 1
se se P00CN00 0.494509
considera considerar VMIP3S0 0.998721
la el DA0FS0 0.98926
conformación conformación NCFS000 1
e y CC 0.987994
implementación implementación NCFS000 1
de de SP 0.999961
dicho decir VMP00SM 0.997159
consejo consejo NCMS000 1
como como CS 0.967153
mecanismo mecanismo NCMS000 1
suficiente suficiente AQ0CS00 0.993994
para para SP 0.999834
