RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_MEGA_CABLE resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_mega_cable NP00000 1
instituto instituto NCMS000 1
a a SP 0.998775
favorecer favorecer VMN0000 1
la el DA0FS0 0.98926
pronta pronto AQ0FS00 1
y y CC 0.999989
efectiva efectivo AQ0FS00 1
interconexión interconexión NCFS000 1
entre entre SP 0.980341
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
, , Fc 1
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
deben deber VMIP3P0 1
desahogar desahogar VMN0000 1
se se PP3CN00 1
de de SP 0.999961
forma forma NCFS000 0.987798
transparente transparente AQ0CS00 0.944444
, , Fc 1
pronta pronto AQ0FS00 1
, , Fc 1
expedita expedito AQ0FS00 1
y y CC 0.999989
deben deber VMIP3P0 1
evitar evitar VMN0000 1
se se PP3CN00 1
actuaciones actuación NCFP000 1
procesales procesal AQ0CP00 0.64063
que que PR0CN00 0.550139
tengan tener VMSP3P0 0.78169
como como CS 0.967153
consecuencia consecuencia NCFS000 1
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
efectiva efectivo AQ0FS00 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
que que CS 0.449861
se se P00CN00 0.494509
apliquen aplicar VMSP3P0 0.941964
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
, , Fc 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
técnicas técnico AQ0FP00 0.300493
mínimas mínimo AQ0FP00 0.986111
y y CC 0.999989
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
que que PR0CN00 0.550139
resultaron resultar VMIS3P0 1
de de SP 0.999961
las el DA0FP0 0.988184
metodologías metodología NCFP000 1
de de SP 0.999961
costos costo NCMP000 1
emitidas emitir VMP00PF 1
por por SP 1
el el DA0MS0 1
instituto instituto NCMS000 1
vigentes vigente AQ0CP00 1
a a SP 1
el el DA0MS0 1
periodo periodo NCMS000 1
2018 2018 Z 1
. . Fp 1

Mega_Cable mega_cable NP00000 1
manifiesta manifestar VMIP3S0 0.69863
que que CS 0.449861
el el DA0MS0 1
principio principio NCMS000 0.997238
de de SP 0.999961
legalidad legalidad NCFS000 1
y y CC 0.999989
de de SP 0.999961
igualdad igualdad NCFS000 1
, , Fc 1
en en SP 1
base base NCCS000 0.963722
a a SP 0.998775
criterios criterio NCMP000 1
razonables razonable AQ0CP00 1
y y CC 0.999989
objetivos objetivo NCMP000 0.962329
, , Fc 1
se se P00CN00 0.494509
debe deber VMIP3S0 0.998712
distinguir distinguir VMN0000 1
que que CS 0.449861
a a SP 1
el el DA0MS0 1
no no RN 0.999297
resolver resolver VMN0000 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
de de SP 0.999961
interconexión interconexión NCFS000 1
cuando cuando CS 0.86298
el el DA0MS0 1
acuerdo acuerdo NCMS000 0.999311
de de SP 0.999961
tarifas tarifa NCFP000 0.992958
2018 2018 Z 1
es ser VSIP3S0 1
obligatoria obligatorio AQ0FS00 0.661294
para para SP 0.999834
todos todo DI0MP0 0.70665
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
, , Fc 1
puede poder VMIP3S0 0.999693
causar causar VMN0000 1
un uno DI0MS0 0.99698
trato trato NCMS000 0.838542
discriminatorio discriminatorio AQ0MS00 1
o o CC 0.999864
produzca producir VMSP3S0 0.493976
efectos efecto NCMP000 1
discriminatorios discriminatorio AQ0MP00 1
si si CS 0.999827
no no RN 0.999297
se se P00CN00 0.494509
realiza realizar VMIP3S0 0.991803
una uno DI0FS0 0.951973
ponderación ponderación NCFS000 1
de de SP 0.999961
derechos derecho NCMP000 0.996795
. . Fp 1

Por_otro_lado por_otro_lado RG 1
, , Fc 1
en_materia_de en_materia_de SP 1
acceso acceso NCMS000 1
e y CC 0.987994
interconexión interconexión NCFS000 1
, , Fc 1
el el DA0MS0 1
párrafo párrafo NCMS000 1
segundo 2 AO0MS00 0.901147
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
124 124 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
establece establecer VMIP3S0 0.992424
que que CS 0.449861
el el DA0MS0 1
instituto instituto NCMS000 1
elaborará elaborar VMIF3S0 1
, , Fc 1
actualizará actualizar VMIF3S0 1
y y CC 0.999989
administrará administrar VMIF3S0 1
los el DA0MP0 0.992728
planes plan NCMP000 1
técnicos técnico AQ0MP00 0.287234
fundamentales fundamental AQ0CP00 0.992958
de de SP 0.999961
numeración numeración NCFS000 1
, , Fc 1
conmutación conmutación NCFS000 1
, , Fc 1
señalización señalización NCFS000 1
, , Fc 1
transmisión transmisión NCFS000 1
, , Fc 1
tasación tasación NCFS000 1
, , Fc 1
sincronización sincronización NCFS000 1
e y CC 0.987994
interconexión interconexión NCFS000 1
, , Fc 1
entre entre SP 0.980341
otros otro PI0MP00 0.254022
, , Fc 1
a a SP 0.998775
los el DA0MP0 0.992728
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
sujetar sujetar VMN0000 1
se se PP3CN00 1
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operen operar VMSP3P0 0.941964
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
. . Fp 1

El el DA0MS0 1
presente presente AQ0CS00 0.524254
desacuerdo desacuerdo NCMS000 0.97619
debe deber VMIP3S0 0.998712
atender atender VMN0000 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
establece establecer VMIP3S0 0.992424
el el DA0MS0 1
artículo artículo NCMS000 1
6 6 Z 1
Constitucional constitucional NP00000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
, , Fc 1
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
que que CS 0.449861
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
son ser VSIP3P0 0.995197
servicios servicio NCMP000 1
públicos público AQ0MP00 0.974537
de de SP 0.999961
interés interés NCMS000 1
general general AQ0CS00 0.826212
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
el el DA0MS0 1
Estado estado NP00000 1
garantizará garantizar VMIF3S0 1
que que CS 0.449861
sean ser VSSP3P0 0.996689
presentados presentar VMP00PM 1
en en SP 1
condiciones condición NCFP000 0.998418
de de SP 0.999961
competencia competencia NCFS000 1
, , Fc 1
calidad calidad NCFS000 1
, , Fc 1
pluralidad pluralidad NCFS000 1
, , Fc 1
cobertura cobertura NCFS000 1
universal universal AQ0CS00 0.98913
, , Fc 1
interconexión interconexión NCFS000 1
. . Fp 1

A a SP 1
el el DA0MS0 1
respecto respecto NCMS000 0.989726
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
7 7 Z 1
, , Fc 1
124 124 Z 1
y y CC 0.999989
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
debe deber VMIP3S0 0.998712
promover promover VMN0000 1
, , Fc 1
vigilar vigilar VMN0000 1
y y CC 0.999989
eficientar eficientar VMN0000 1
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
equipos equipo NCMP000 1
y y CC 0.999989
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
; ; Fx 1
el el DA0MS0 1
instituto instituto NCMS000 1
está estar VMIP3S0 0.999398
obligado obligar VMP00SM 0.994186
a a SP 0.998775
procurar procurar VMN0000 1
la el DA0FS0 0.98926
competencia competencia NCFS000 1
efectiva efectivo AQ0FS00 1
y y CC 0.999989
no no RN 0.999297
parcial parcial AQ0CS00 0.900943
entre entre SP 0.980341
ambos ambos DI0MP0 0.526261
concesionarios concesionario NCMP000 0.62798
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
, , Fc 1
considerando considerar VMG0000 0.813333
de de SP 0.999961
igual igual AQ0CS00 0.592493
modo modo NCMS000 1
los el DA0MP0 0.992728
intereses interés NCMP000 0.99763
de de SP 0.999961
los el DA0MP0 0.992728
usuarios usuario NCMP000 0.78169
finales final AQ0CP00 0.258786
. . Fp 1

Consideraciones_de_el_Instituto_Respecto_de consideraciones_de_el_instituto_respecto_de NP00000 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
por por SP 1
Bestphone bestphone NP00000 1
en_cuanto_a en_cuanto_a SP 1
que que CS 0.449861
el el DA0MS0 1
presente presente AQ0CS00 0.524254
desacuerdo desacuerdo NCMS000 0.97619
fue ser VSIS3S0 0.980739
presentado presentar VMP00SM 1
de de SP 0.999961
manera manera NCFS000 1
extemporánea extemporáneo AQ0FS00 1
y y CC 0.999989
que que PR0CN00 0.550139
no no RN 0.999297
fue ser VSIS3S0 0.980739
presentado presentar VMP00SM 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
plazos plazo NCMP000 1
establecidos establecer VMP00PM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
este este DD0MS0 0.949201
Instituto instituto NP00000 1
considera considerar VMIP3S0 0.998721
que que CS 0.449861
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
deviene devenir VMIP3S0 1
en en SP 1
infundado infundado AQ0MS00 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
en_virtud_de en_virtud_de SP 1
que que CS 0.449861
, , Fc 1
si si CS 0.999827
bien bien RG 0.876088
es ser VSIP3S0 1
cierto cierto AQ0MS00 0.743644
, , Fc 1
que que CS 0.449861
el el DA0MS0 1
párrafo párrafo NCMS000 1
cuarto 4 AO0MS00 0.651877
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
establece establecer VMIP3S0 0.992424
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
como como CS 0.967153
fecha fecha NCFS000 0.990741
límite límite AQ0CN00 0.191358
para para SP 0.999834
presentar presentar VMN0000 1
un uno DI0MS0 0.99698
desacuerdo desacuerdo NCMS000 0.97619
, , Fc 1
esto este PD00S00 1
no no RN 0.999297
impide impedir VMIP3S0 0.992424
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
deba deber VMSP3S0 0.634863
cumplir cumplir VMN0000 1
con con SP 1
su su DP3CSN 1
obligación obligación NCFS000 1
y y CC 0.999989
ejercer ejercer VMN0000 1
sus su DP3CPN 0.999903
facultades facultad NCFP000 1
en en SP 1
la el DA0FS0 0.98926
resolución resolución NCFS000 1
de de SP 0.999961
desacuerdos desacuerdo NCMP000 1
, , Fc 1
ya_que ya_que CS 1
de_lo_contrario de_lo_contrario RG 1
no no RN 0.999297
guardarían guardar VMIC3P0 1
consistencia consistencia NCFS000 1
los el DA0MP0 0.992728
diversos diverso DI0MP0 0.938596
artículos artículo NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
, , Fc 1
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
. . Fp 1

En en SP 1
este este DD0MS0 0.949201
sentido sentido NCMS000 0.940835
, , Fc 1
a a SP 1
el el DA0MS0 1
haber haber VAN0000 0.987521
presentado presentar VMP00SM 1
Mega_Cable mega_cable NP00000 1
su su DP3CSN 1
Solicitud_de_Resolución solicitud_de_resolución NP00000 1
, , Fc 1
una uno DI0FS0 0.951973
vez vez NCFS000 1
transcurrido transcurrir VMP00SM 1
el el DA0MS0 1
plazo plazo NCMS000 1
de de SP 0.999961
60_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
de de SP 0.999961
haber haber VAN0000 0.987521
iniciado iniciar VMP00SM 0.992958
las el DA0FP0 0.988184
negociaciones negociación NCFP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
y y CC 0.999989
dentro_de dentro_de SP 1
el el DA0MS0 1
plazo plazo NCMS000 1
de de SP 0.999961
45_días TM_d:45 Zu 1
hábiles hábil AQ0CP00 1
para para SP 0.999834
solicitar solicitar VMN0000 1
la el DA0FS0 0.98926
intervención intervención NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
es ser VSIP3S0 1
claro claro AQ0MS00 0.610577
que que CS 0.449861
es ser VSIP3S0 1
procedente procedente AQ0CS00 1
, , Fc 1
y y CC 0.999989
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
la el DA0FS0 0.98926
facultad facultad NCFS000 0.988202
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
de de SP 0.999961
admitir admitir VMN0000 1
, , Fc 1
sustanciar sustanciar VMN0000 1
y y CC 0.999989
resolver resolver VMN0000 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
que que CS 0.449861
no no RN 0.999297
se se P00CN00 0.494509
vean ver VMSP3P0 0.596154
vulnerados vulnerar VMP00PM 1
sus su DP3CPN 0.999903
derechos derecho NCMP000 0.996795
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
de de SP 0.999961
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
ello ello PD00S00 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
treinta_días TM_d:30 Zu 1
hábiles hábil AQ0CP00 1
siguientes siguiente AQ0CP00 1
después_de después_de SP 1
que que CS 0.449861
feneciera fenecer VMSI3S0 0.65
el el DA0MS0 1
plazo plazo NCMS000 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
presentaran presentar VMSI3P0 1
sus su DP3CPN 0.999903
alegatos alegato NCMP000 1
correspondientes correspondiente AQ0CP00 0.980769
. . Fp 1

No_obstante no_obstante CC 1
, , Fc 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
la el DA0FS0 0.98926
determinación determinación NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
se se P00CN00 0.494509
realizará realizar VMIF3S0 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
emisión emisión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
resolución resolución NCFS000 1
y y CC 0.999989
hasta hasta SP 0.922749
el el DA0MS0 1
31_de_diciembre_de_2018 [??:31/12/2018:??.??:??] W 1
. . Fp 1

La el DA0FS0 0.98926
interpretación interpretación NCFS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
se se P00CN00 0.494509
debe deber VMIP3S0 0.998712
realizar realizar VMN0000 1
de de SP 0.999961
manera manera NCFS000 1
armónica armónico AQ0FS00 0.593609
, , Fc 1
junto_con junto_con SP 1
el el DA0MS0 1
resto resto NCMS000 0.998634
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
, , Fc 1
en en SP 1
particular particular AQ0CS00 0.827869
, , Fc 1
con con SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
125 125 Z 1
y y CC 0.999989
137 137 Z 1
. . Fp 1

El el DA0MS0 1
concepto concepto NCMS000 1
de de SP 0.999961
no no RN 0.999297
discriminación discriminación NCFS000 1
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
contenido contenido NCMS000 0.993421
dentro_de dentro_de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
, , Fc 1
cuando cuando CS 0.86298
señala señalar VMIP3S0 0.997076
que que CS 0.449861
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
para para SP 0.999834
interconexión interconexión NCFS000 1
que que CS 0.449861
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
ofrezca ofrecer VMSP3S0 0.634844
a a SP 0.998775
otro otro PI0MS00 0.341499
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
un uno DI0MS0 0.99698
acuerdo acuerdo NCMS000 0.999311
o o CC 0.999864
de de SP 0.999961
una uno DI0FS0 0.951973
resolución resolución NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
deberán deber VMIF3P0 1
otorgar otorgar VMN0000 1
se se PP3CN00 1
a a SP 0.998775
cualquiera cualquiera PI0CS00 0.992958
que que PR0CN00 0.550139
lo lo PP3MSA0 0.334764
solicite solicitar VMSP3S0 0.634863
, , Fc 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
. . Fp 1

Es ser VSIP3S0 1
decir decir VMN0000 0.998575
, , Fc 1
la el DA0FS0 0.98926
no no RN 0.999297
discriminación discriminación NCFS000 1
no no RN 0.999297
se se P00CN00 0.494509
da dar VMIP3S0 0.998555
de de SP 0.999961
manera manera NCFS000 1
retroactiva retroactivo AQ0FS00 1
, , Fc 1
sino_que sino_que CC 1
es ser VSIP3S0 1
a_partir_de a_partir_de SP 1
que que CS 0.449861
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
se se P00CN00 0.494509
lo lo PP3MSA0 0.334764
solicita solicitar VMIP3S0 0.989241
a a SP 0.998775
otro otro PI0MS00 0.341499
. . Fp 1

En en SP 1
este este DD0MS0 0.949201
mismo mismo AQ0MS00 0.802208
sentido sentido NCMS000 0.940835
, , Fc 1
si si CS 0.999827
bien bien RG 0.876088
el el DA0MS0 1
Instituto instituto NP00000 1
ejerce ejercer VMIP3S0 0.990196
su su DP3CSN 1
facultad facultad NCFS000 0.988202
de de SP 0.999961
resolver resolver VMN0000 1
desacuerdos desacuerdo NCMP000 1
presentados presentar VMP00PM 1
con con SP 1
posterioridad posterioridad NCFS000 1
a a SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
lo lo PP3MSA0 0.334764
hace hacer VMIP3S0 1
determinando determinar VMG0000 1
que que CS 0.449861
las el DA0FP0 0.988184
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
que que PR0CN00 0.550139
resuelva resolver VMSP3S0 0.495935
el el DA0MS0 1
Instituto instituto NP00000 1
sean ser VSSP3P0 0.996689
aplicables aplicable AQ0CP00 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
en en SP 1
que que CS 0.449861
se se P00CN00 0.494509
emita emitir VMSP3S0 0.634856
la el DA0FS0 0.98926
resolución resolución NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

Lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
es ser VSIP3S0 1
plenamente plenamente RG 1
consistente consistente AQ0CS00 1
con con SP 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
en en SP 1
el el DA0MS0 1
último último AO0MS00 1
párrafo párrafo NCMS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
ya_que ya_que CS 1
si si CS 0.999827
un uno DI0MS0 0.99698
concesionario concesionario NCMS000 0.488737
no no RN 0.999297
presenta presentar VMIP3S0 0.995868
su su DP3CSN 1
desacuerdo desacuerdo NCMS000 0.97619
antes_de antes_de SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
no no RN 0.999297
tendrá tener VMIF3S0 1
el el DA0MS0 1
derecho derecho NCMS000 0.882166
de de SP 0.999961
que que CS 0.449861
este este PD0MS00 0.0356411
se se P00CN00 0.494509
resuelva resolver VMSP3S0 0.495935
antes_de antes_de SP 1
el el DA0MS0 1
15_de_diciembre [??:15/12/??:??.??:??] W 1
, , Fc 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
inicien iniciar VMSP3P0 0.941964
su su DP3CSN 1
vigencia vigencia NCFS000 1
a_partir_de a_partir_de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
de de SP 1
el el DA0MS0 1
año año NCMS000 1
siguiente siguiente AQ0CS00 1
, , Fc 1
por_el_contrario por_el_contrario RG 1
, , Fc 1
a a SP 1
el el DA0MS0 1
haber haber VAN0000 1
se se PP3CN00 1
presentado presentar VMP00SM 1
un uno DI0MS0 0.99698
desacuerdo desacuerdo NCMS000 0.97619
con con SP 1
posterioridad posterioridad NCFS000 1
a a SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
, , Fc 1
las el DA0FP0 0.988184
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
solo solo AQ0MS00 0.787529
podrán poder VMIF3P0 1
iniciar iniciar VMN0000 1
su su DP3CSN 1
vigencia vigencia NCFS000 1
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
emisión emisión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
resolución resolución NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
; ; Fx 1
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
es ser VSIP3S0 1
plenamente plenamente RG 1
consistente consistente AQ0CS00 1
con con SP 1
el el DA0MS0 1
concepto concepto NCMS000 1
de de SP 0.999961
no no RN 0.999297
discriminación discriminación NCFS000 1
planteado plantear VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
. . Fp 1

Esta este DD0FS0 0.978817
interpretación interpretación NCFS000 1
armónica armónico AQ0FS00 0.593609
de de SP 0.999961
la el DA0FS0 0.98926
ley ley NCFS000 1
permite permitir VMIP3S0 0.997312
que que CS 0.449861
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
técnicas técnico AQ0FP00 0.300493
mínimas mínimo AQ0FP00 0.986111
y y CC 0.999989
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
publique publicar VMSP3S0 0.604865
el el DA0MS0 1
Instituto instituto NP00000 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
en en SP 1
el el DA0MS0 1
último último AO0MS00 1
trimestre trimestre NCMS000 0.936047
de de SP 1
el el DA0MS0 1
año año NCMS000 1
cobren cobrar VMSP3P0 0.941964
relevancia relevancia NCFS000 1
como como CS 0.967153
una uno DI0FS0 0.951973
disposición disposición NCFS000 1
administrativa administrativo AQ0FS00 0.661294
de de SP 0.999961
carácter carácter NCMS000 1
general general AQ0CS00 0.826212
. . Fp 1

Una uno DI0FS0 0.951973
interpretación interpretación NCFS000 1
, , Fc 1
en en SP 1
el el DA0MS0 1
sentido sentido NCMS000 0.940835
propuesto proponer VMP00SM 1
por por SP 1
Bestphone bestphone NP00000 1
implicaría implicar VMIC3S0 0.65
que que CS 0.449861
la el DA0FS0 0.98926
publicación publicación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
técnicas técnica NCFP000 0.349754
mínimas mínimo AQ0FP00 0.986111
fuese ser VSSI3S0 0.495536
meramente meramente RG 1
informativa informativo AQ0FS00 1
y y CC 0.999989
en en SP 1
muchos mucho PI0MP00 0.336006
de de SP 0.999961
los el DA0MP0 0.992728
casos caso NCMP000 1
inaplicables inaplicable AQ0CP00 1
ya_que ya_que CS 1
en en SP 1
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
que que CS 0.449861
dicho decir VMP00SM 0.997159
concesionario concesionario NCMS000 0.488737
se se P00CN00 0.494509
entere enterar VMSP3S0 0.621227
de de SP 0.999961
nuevas nuevo AQ0FP00 0.998891
condiciones condición NCFP000 0.998418
técnicas técnico AQ0FP00 0.300493
, , Fc 1
estará estar VMIF3S0 0.996988
imposibilitado imposibilitar VMP00SM 0.623747
de de SP 0.999961
solicitar solicitar VMN0000 1
las lo PP3FPA0 1
para para SP 0.999834
el el DA0MS0 1
año año NCMS000 1
inmediato inmediato AQ0MS00 1
siguiente siguiente AQ0CS00 1
, , Fc 1
toda todo DI0FS0 0.984467
vez vez NCFS000 1
que que PR0CN00 0.550139
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
antes_de antes_de SP 1
el el DA0MS0 1
15_de_julio [??:15/7/??:??.??:??] W 1
será ser VSIF3S0 1
de de SP 0.999961
imposible imposible AQ0CS00 0.997238
cumplimiento cumplimiento NCMS000 1
. . Fp 1

Cabe caber VMIP3S0 0.975904
mencionar mencionar VMN0000 1
que que CS 0.449861
el el DA0MS0 1
propósito propósito NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
Condiciones_Técnicas_Mínimas condiciones_técnicas_mínimas NP00000 1
tiene tener VMIP3S0 1
como como CS 0.967153
fin fin NCMS000 1
el el DA0MS0 1
facilitar facilitar VMN0000 1
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
operadores operador NCMP000 0.992958
existentes existente AQ0CP00 1
y y CC 0.999989
de de SP 0.999961
los el DA0MP0 0.992728
posibles posible AQ0CP00 1
nuevos nuevo AQ0MP00 1
participantes participante NCCP000 0.983871
, , Fc 1
permitiendo permitir VMG0000 1
obtener obtener VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
básicas básico AQ0FP00 1
de de SP 0.999961
interconexión interconexión NCFS000 1
sin_necesidad_de sin_necesidad_de SP 1
participar participar VMN0000 1
en en SP 1
largas largo AQ0FP00 0.972603
negociaciones negociación NCFP000 1
ayudando ayudar VMG0000 1
a a SP 0.998775
evitar evitar VMN0000 1
una uno DI0FS0 0.951973
discriminación discriminación NCFS000 1
indebida indebido AQ0FS00 1
por por SP 1
parte parte NCCS000 0.977711
de de SP 0.999961
cualquier cualquiera DI0CS0 1
concesionario concesionario NCMS000 0.488737
; ; Fx 1
una uno DI0FS0 0.951973
interpretación interpretación NCFS000 1
como como CS 0.967153
